,latitude,longitude,distances,bearings,altitude,gradient
911,-25.750771972688064,27.453714040372777,182200.0,273.6464918668177,1256,0.015
912,-25.750657564797383,27.45172112872863,182400.0,274.9348659076104,1260,0.02
913,-25.75050290861983,27.449732638870977,182600.0,277.64803890151387,1259,-0.005
914,-25.750263518780226,27.44775345808439,182800.0,277.6480236739036,1263,0.02
915,-25.75002412894062,27.4457742772978,183000.0,277.23378533660673,1261,-0.01
916,-25.74979764402431,27.443793323304075,183200.0,276.48495025793756,1257,-0.02
917,-25.74959448776368,27.44180916382528,183400.0,277.1946156867517,1256,-0.005
918,-25.749369215036985,27.439827978349076,183600.0,277.29186607093635,1248,-0.04
919,-25.74914091109436,27.43784720048067,183800.0,277.291852210248,1244,-0.02
920,-25.748912607151738,27.435866422612264,184000.0,277.3711355620079,1241,-0.015
921,-25.748681835303397,27.433886006595223,184200.0,277.39486466444566,1241,0.0
922,-25.74845032451447,27.431905698923757,184400.0,277.3948504155958,1241,0.0
923,-25.748218813725536,27.42992539125229,184600.0,277.7177991065837,1237,-0.02
924,-25.747977253492678,27.427946572527315,184800.0,277.4153388805639,1236,-0.005
925,-25.747745106170605,27.425966375711667,185000.0,277.4153245540094,1232,-0.02
926,-25.74751295884853,27.42398617889602,185200.0,277.41531022783124,1230,-0.01
927,-25.747280811526455,27.42200598208037,185400.0,277.4152959018403,1225,-0.025
928,-25.74704866420438,27.420025785264727,185600.0,277.4152815759008,1229,0.02
929,-25.74681651688231,27.41804558844908,185800.0,277.6211211696714,1231,0.01
930,-25.746577967583537,27.41606636951574,186000.0,277.0934984132656,1231,0.0
931,-25.74635585362235,27.414084877672444,186200.0,275.32697143324714,1233,0.01
932,-25.74618888354118,27.412096958603968,186400.0,271.6120482832433,1233,0.0
933,-25.74613829324985,27.410101755925457,186600.0,267.61682410344036,1235,0.01
934,-25.74621303997314,27.408107440376053,186800.0,263.81003868693176,1237,0.01
935,-25.74640691564197,27.406122710393987,187000.0,262.3799105907096,1236,-0.005
936,-25.746645409932274,27.404143453654854,187200.0,262.37989547056134,1233,-0.015
937,-25.746883904222578,27.402164196915717,187400.0,262.3798803502991,1235,0.01
938,-25.747122398512882,27.400184940176583,187600.0,262.54017365811944,1234,-0.005
939,-25.747355902832567,27.398204959313755,187800.0,262.56762952109716,1233,-0.005
940,-25.74758855276713,27.3962248485009,188000.0,261.5427608952644,1233,0.0
941,-25.747853038749877,27.39424987551828,188200.0,262.5900280844005,1232,-0.005
942,-25.7480849930199,27.392269642082496,188400.0,262.4376586084773,1231,-0.005
943,-25.748321688978685,27.390290103000297,188600.0,261.9326457764806,1233,0.01
944,-25.74857409203786,27.388312945703426,188800.0,261.75857436992425,1228,-0.025
